id,orders
Prague_3_2024-04-10,5522.5786
Prague_3_2024-04-11,5522.5786
Prague_3_2024-04-12,5522.5786
Prague_3_2024-04-13,5522.5786
Prague_3_2024-04-14,5522.5786
Prague_3_2024-04-15,5522.5786
Prague_3_2024-04-16,5522.5786
Prague_3_2024-04-17,5522.5786
Prague_3_2024-04-18,5522.5786
Prague_3_2024-04-19,5522.5786
Prague_3_2024-04-20,5522.5786
Prague_3_2024-04-21,5522.5786
Prague_3_2024-04-22,5522.5786
Prague_3_2024-04-23,5522.5786
Prague_3_2024-04-24,5522.5786
Prague_3_2024-04-25,5522.5786
Prague_3_2024-04-26,5522.5786
Prague_3_2024-04-27,5522.5786
Prague_3_2024-04-28,5522.5786
Prague_3_2024-04-29,5522.5786
Prague_3_2024-04-30,5522.5786
Prague_3_2024-05-01,5522.5786
Prague_3_2024-05-02,5522.5786
Prague_3_2024-05-03,5522.5786
Prague_3_2024-05-04,5522.5786
Prague_3_2024-05-05,5522.5786
Prague_3_2024-05-06,5522.5786
Prague_3_2024-05-07,5522.5786
Prague_3_2024-05-08,6006.052
Prague_3_2024-05-09,5522.5786
Prague_3_2024-05-10,5522.5786
Prague_3_2024-05-11,5522.5786
Prague_3_2024-05-12,5522.5786
Prague_3_2024-05-13,5522.5786
Prague_3_2024-05-14,5522.5786
Prague_3_2024-05-15,5522.5786
Munich_1_2024-03-16,5522.5786
Munich_1_2024-03-18,5522.5786
Munich_1_2024-03-19,5522.5786
Munich_1_2024-03-20,5522.5786
Munich_1_2024-03-21,5522.5786
Munich_1_2024-03-22,5522.5786
Munich_1_2024-03-23,3121.3462
Munich_1_2024-03-25,3121.3462
Munich_1_2024-03-26,3121.3462
Munich_1_2024-03-27,3121.3462
Munich_1_2024-03-28,3121.3462
Munich_1_2024-03-30,3121.3462
Munich_1_2024-04-02,3121.3462
Munich_1_2024-04-03,3121.3462
Munich_1_2024-04-04,3121.3462
Munich_1_2024-04-05,3121.3462
Munich_1_2024-04-06,3121.3462
Munich_1_2024-04-08,5522.5786
Munich_1_2024-04-09,5522.5786
Munich_1_2024-04-10,5522.5786
Munich_1_2024-04-11,5522.5786
Munich_1_2024-04-12,5522.5786
Munich_1_2024-04-13,5522.5786
Munich_1_2024-04-15,5522.5786
Munich_1_2024-04-16,5522.5786
Munich_1_2024-04-17,5522.5786
Munich_1_2024-04-18,5522.5786
Munich_1_2024-04-19,5522.5786
Munich_1_2024-04-20,5522.5786
Munich_1_2024-04-22,5522.5786
Munich_1_2024-04-23,5522.5786
Munich_1_2024-04-24,5522.5786
Munich_1_2024-04-25,5522.5786
Munich_1_2024-04-26,5522.5786
Munich_1_2024-04-27,5522.5786
Munich_1_2024-04-29,5522.5786
Munich_1_2024-04-30,5522.5786
Munich_1_2024-05-02,5522.5786
Munich_1_2024-05-03,5522.5786
Munich_1_2024-05-04,5522.5786
Munich_1_2024-05-06,5522.5786
Munich_1_2024-05-07,5522.5786
Munich_1_2024-05-08,5522.5786
Munich_1_2024-05-10,5522.5786
Munich_1_2024-05-11,5522.5786
Munich_1_2024-05-13,5522.5786
Munich_1_2024-05-14,5522.5786
Munich_1_2024-05-15,5522.5786
Frankfurt_1_2024-03-16,5522.5786
Frankfurt_1_2024-03-18,5522.5786
Frankfurt_1_2024-03-19,5522.5786
Frankfurt_1_2024-03-20,5522.5786
Frankfurt_1_2024-03-21,5522.5786
Frankfurt_1_2024-03-22,5522.5786
Frankfurt_1_2024-03-23,3121.3462
Frankfurt_1_2024-03-25,3121.3462
Frankfurt_1_2024-03-26,3121.3462
Frankfurt_1_2024-03-27,3121.3462
Frankfurt_1_2024-03-28,3121.3462
Frankfurt_1_2024-03-30,3121.3462
Frankfurt_1_2024-04-02,3121.3462
Frankfurt_1_2024-04-03,3121.3462
Frankfurt_1_2024-04-04,3121.3462
Frankfurt_1_2024-04-05,3121.3462
Frankfurt_1_2024-04-06,3121.3462
Frankfurt_1_2024-04-08,3121.3462
Frankfurt_1_2024-04-09,3121.3462
Frankfurt_1_2024-04-10,3121.3462
Frankfurt_1_2024-04-11,3121.3462
Frankfurt_1_2024-04-12,3121.3462
Frankfurt_1_2024-04-13,3121.3462
Frankfurt_1_2024-04-15,5522.5786
Frankfurt_1_2024-04-16,5522.5786
Frankfurt_1_2024-04-17,5522.5786
Frankfurt_1_2024-04-18,5522.5786
Frankfurt_1_2024-04-19,5522.5786
Frankfurt_1_2024-04-20,5522.5786
Frankfurt_1_2024-04-22,5522.5786
Frankfurt_1_2024-04-23,5522.5786
Frankfurt_1_2024-04-24,5522.5786
Frankfurt_1_2024-04-25,5522.5786
Frankfurt_1_2024-04-26,5522.5786
Frankfurt_1_2024-04-27,5522.5786
Frankfurt_1_2024-04-29,5522.5786
Frankfurt_1_2024-04-30,5522.5786
Frankfurt_1_2024-05-02,5522.5786
Frankfurt_1_2024-05-03,5522.5786
Frankfurt_1_2024-05-04,5522.5786
Frankfurt_1_2024-05-06,5522.5786
Frankfurt_1_2024-05-07,5522.5786
Frankfurt_1_2024-05-08,5522.5786
Frankfurt_1_2024-05-10,5522.5786
Frankfurt_1_2024-05-11,5522.5786
Frankfurt_1_2024-05-13,5522.5786
Frankfurt_1_2024-05-14,5522.5786
Frankfurt_1_2024-05-15,5522.5786
Budapest_1_2024-03-16,5522.5786
Budapest_1_2024-03-17,5522.5786
Budapest_1_2024-03-18,5522.5786
Budapest_1_2024-03-19,5522.5786
Budapest_1_2024-03-20,5522.5786
Budapest_1_2024-03-21,5522.5786
Budapest_1_2024-03-22,5522.5786
Budapest_1_2024-03-23,5522.5786
Budapest_1_2024-03-24,5522.5786
Budapest_1_2024-03-25,5522.5786
Budapest_1_2024-03-26,5522.5786
Budapest_1_2024-03-27,5522.5786
Budapest_1_2024-03-28,6343.503
Budapest_1_2024-03-30,6343.503
Budapest_1_2024-04-02,6343.503
Budapest_1_2024-04-03,6343.503
Budapest_1_2024-04-04,6343.503
Budapest_1_2024-04-05,6343.503
Budapest_1_2024-04-06,6343.503
Budapest_1_2024-04-07,6343.503
Budapest_1_2024-04-08,5522.5786
Budapest_1_2024-04-09,5522.5786
Budapest_1_2024-04-10,5522.5786
Budapest_1_2024-04-11,5522.5786
Budapest_1_2024-04-12,5522.5786
Budapest_1_2024-04-13,5522.5786
Budapest_1_2024-04-14,5522.5786
Budapest_1_2024-04-15,5522.5786
Budapest_1_2024-04-16,5522.5786
Budapest_1_2024-04-17,5522.5786
Budapest_1_2024-04-18,5522.5786
Budapest_1_2024-04-19,5522.5786
Budapest_1_2024-04-20,5522.5786
Budapest_1_2024-04-21,5522.5786
Budapest_1_2024-04-22,5522.5786
Budapest_1_2024-04-23,5522.5786
Budapest_1_2024-04-24,5522.5786
Budapest_1_2024-04-25,5522.5786
Budapest_1_2024-04-26,5522.5786
Budapest_1_2024-04-27,5522.5786
Budapest_1_2024-04-28,5522.5786
Budapest_1_2024-04-29,5522.5786
Budapest_1_2024-04-30,5522.5786
Budapest_1_2024-05-02,5522.5786
Budapest_1_2024-05-03,5522.5786
Budapest_1_2024-05-04,5522.5786
Budapest_1_2024-05-05,5522.5786
Budapest_1_2024-05-06,5522.5786
Budapest_1_2024-05-07,5522.5786
Budapest_1_2024-05-08,5522.5786
Budapest_1_2024-05-09,5522.5786
Budapest_1_2024-05-10,5522.5786
Budapest_1_2024-05-11,5522.5786
Budapest_1_2024-05-12,5522.5786
Budapest_1_2024-05-13,5522.5786
Budapest_1_2024-05-14,5522.5786
Budapest_1_2024-05-15,5522.5786
